"subjectID" "activity" "tBodyAccMeanX.mean" "tGravityAccarCoeffX2.mean" "tBodyGyrominX.mean" "tBodyGyroJerkcorrelationXZ.mean" "tBodyGyroJerkMagarCoeff4.mean" "fBodyAccbandsEnergy18.mean" "fBodyAccJerkbandsEnergy916.mean" "fBodyGyrobandsEnergy1724.mean" "fBodyBodyGyroMagMean.mean"
"1" 5 1 0.278917629056604 0.404326137754717 0.84001630490566 -0.0374820999679245 -0.285777842592453 -0.998912125471698 -0.999844376792453 -0.999949652830189 -0.984617623396226
"2" 4 1 0.261237565425532 0.542945451276596 0.819853940851064 0.11770854623617 -0.00177420970212766 -0.984901305957447 -0.999413425744681 -0.999679904893617 -0.958435589361702
"3" 6 1 0.22159824394 0.6091290172 0.708446844378 -0.038780932678 -0.111077069856 -0.9303008136 -0.9910523322 -0.9863091536 -0.8621901854
"4" 1 1 0.277330758736842 0.382823886736842 0.327987043736842 -0.334593851089474 -0.187471542774737 -0.738168607684211 -0.397083819347368 -0.698219035368421 -0.199252568986316
"5" 3 1 0.289188320408163 0.630488241836735 0.352955189632653 -0.24153299954898 0.0572668301693878 -0.775583504081633 -0.684417220204082 -0.846154418163265 -0.185720285744898
"6" 2 1 0.255461689622641 0.686782270754717 0.585405535849057 -0.301908590471698 -0.163564322 -0.385109303396226 -0.858675862641509 -0.933053269811321 -0.325961457396226
"7" 5 3 0.280046513278689 0.49738893404918 0.773694153442623 0.0468451078245902 -0.204169660032951 -0.984248832786885 -0.997435162622951 -0.998315503934426 -0.913682362622951
"8" 4 3 0.257197599134615 0.449047563461538 0.813618932692308 0.129855049096154 -0.128179260230769 -0.957116351538462 -0.998170628269231 -0.998223283076923 -0.946664943653846
"9" 6 3 0.275516852741935 0.525384071227419 0.826908741290323 0.101320737105968 -0.114798246790323 -0.997209417096774 -0.999185945967742 -0.999706618548387 -0.96458672483871
"10" 1 3 0.275567462068966 0.372120698137931 0.498287759482759 0.00689010171724138 -0.00914485798965517 -0.860330943448276 -0.814912044655172 -0.691102347586207 -0.569755772241379
"11" 3 3 0.292423484693878 0.639776316326531 0.185996982938776 -0.0130671214714286 -0.0850569763813061 -0.822102061428571 -0.742223786020408 -0.677865365285714 -0.332376629371429
"12" 2 3 0.260819873067797 0.725601182542373 0.490130603728814 -0.115903370675559 -0.175988072362712 -0.768109681016949 -0.816351903559322 -0.850331365762712 -0.514211583728814
"13" 5 5 0.282544390892857 0.330770908053571 0.775150150714286 -0.0259885224714286 -0.0662453293785714 -0.973718416607143 -0.997116989464286 -0.997607583392857 -0.904543921607143
"14" 4 5 0.273694139545455 0.343218131590909 0.809974286818182 0.412235233756818 0.0442823249181818 -0.99125114 -0.998571384318182 -0.998830995909091 -0.944760322045455
"15" 6 5 0.278334325576923 0.610726973076923 0.834683100961538 0.0832932544961539 0.0646359207115385 -0.998160661923077 -0.999197153461538 -0.999738298269231 -0.968257068846154
"16" 1 5 0.27784234625 0.487807340178571 0.440651565357143 0.183207020967857 0.186817668791071 -0.879897471607143 -0.583521421607143 -0.613066580071429 -0.484262828928571
"17" 3 5 0.29354392712766 0.674441589361702 0.375602179361702 -0.0892728666487234 0.12005461316383 -0.825024420212766 -0.413755084234043 -0.816723162553191 -0.349338414731915
"18" 2 5 0.268459469914894 0.622347711914894 0.454335435957447 -0.0758236220576383 -0.0344257469461702 -0.740611557446809 -0.58446667893617 -0.744067962553192 -0.392564530851064
"19" 5 6 0.280346248596491 0.276833362729825 0.793935819473684 -0.0322628253298246 -0.0523509743192982 -0.993159171052632 -0.997321291754386 -0.997673054385965 -0.926664297017544
"20" 4 6 0.276778487454545 0.283651169345455 0.794542272181818 0.0479702585218182 -0.0109968009774545 -0.994391424 -0.997439619272727 -0.996203696727273 -0.929725679272727
"21" 6 6 0.248656520140351 0.561869964912281 0.818497114385965 0.120538417992982 0.061335456454386 -0.989111600350877 -0.994370863333333 -0.995391217192982 -0.930153639473684
"22" 1 6 0.283658868070175 0.377696839649123 0.421580217719298 -0.0603934197719298 0.0283522050491228 -0.914502333684211 -0.642253326666667 -0.607166114894737 -0.329681123368421
"23" 3 6 0.277045258145833 0.627387149583333 0.0847808628 -0.0570346784041667 0.000539541475000002 -0.889262727291667 -0.06176048874375 -0.5190011386875 -0.0143735434
"24" 2 6 0.268229355098039 0.616526837254902 0.241476917686275 -0.321149767070588 -0.237729350394902 -0.852829729607843 -0.526137815196078 -0.638136267843137 -0.230627015078431
"25" 5 7 0.282723539433962 0.521138061320755 0.800739040188679 -0.0709614939056604 -0.200438392443396 -0.989992637924528 -0.998725190377359 -0.998317643207547 -0.93870498490566
"26" 4 7 0.284674637291667 0.443185654 0.79653387 0.109241868104167 -0.0283129737291667 -0.951146268125 -0.999258141041667 -0.9990125375 -0.933081955208333
"27" 6 7 0.250176694038462 0.779352216153846 0.826073048653846 0.166404160734615 -0.0157332035769231 -0.994034669807692 -0.999075547884615 -0.998966076346154 -0.941130719230769
"28" 1 7 0.275592961754386 0.519731625964912 0.402533469719298 0.453893497017544 0.47971797322807 -0.495871353859649 -0.596828556666667 -0.738786410175439 -0.192909765467895
"29" 3 7 0.28030708 0.55486344893617 0.36865615987234 0.244751320274468 0.25191824887234 -0.629067748446808 -0.824196859574468 -0.918293741914894 -0.255045057404255
"30" 2 7 0.248706923078431 0.707020109411765 0.338049558294118 0.142772534430392 -0.0318879620588235 -0.594539023333333 -0.903005749019608 -0.93294321745098 -0.533982945882353
"31" 5 8 0.279620986111111 0.48827436 0.825282187592593 -0.0911340135611111 -0.176609714412963 -0.971917044240741 -0.999464579074074 -0.999606584444444 -0.964564224074074
"32" 4 8 0.267491472934783 0.572901088478261 0.825187435217391 0.0165306433826087 -0.164698997391304 -0.98735696326087 -0.999721382173913 -0.99986643326087 -0.965806789347826
"33" 6 8 0.261254282907407 0.662750106851852 0.839445762407407 0.0411890605259259 -0.137744770997407 -0.983282665 -0.99938289462963 -0.998417564074074 -0.944528950555556
"34" 1 8 0.27468631 0.598907456041667 0.31727340825 -0.0411924152854167 -0.255383628104167 -0.661538143958333 -0.0452016574852083 -0.791698209166667 -0.301241848645833
"35" 3 8 0.283484089210526 0.524901655789474 0.180696715842105 -0.103863205013158 0.0264807258868421 -0.567472462105263 -0.339974310657895 -0.718256369210526 -0.00036272967368421
"36" 2 8 0.258880152048781 0.680439442195122 0.52278030097561 -0.072917508804878 -0.139604081414634 -0.32189201997561 -0.709658412926829 -0.804220314878049 -0.229610952609756
"37" 5 11 0.277715562765957 0.359746682242553 0.829500964680851 -0.104574184991702 -0.264032638668085 -0.999633454255319 -0.999687338085106 -0.999886643829787 -0.982576519787234
"38" 4 11 0.276590197358491 0.490929264566038 0.830119099056604 0.143911301060377 -0.235632971251321 -0.997835786037736 -0.999199249811321 -0.999836895471698 -0.969799951132076
"39" 6 11 0.280592970877193 0.532756442982456 0.83008080631579 0.0641667489859649 -0.241264003631579 -0.998401854561404 -0.998570743333333 -0.999386844561403 -0.967093356491228
"40" 1 11 0.271821892881356 0.530592436440678 0.537289980847458 -0.0289719462537288 -0.152727154605085 -0.880514931016949 -0.754469389152542 -0.852851996779661 -0.610222628813559
"41" 3 11 0.291605631956522 0.70374226826087 0.306458585391304 -0.310326652195652 -0.142010150065217 -0.776399434347826 -0.625430762391304 -0.912360473695652 -0.456170108913043
"42" 2 11 0.263775859277778 0.753481919814815 0.521195959259259 -0.158268187437037 -0.171276097078148 -0.588196315555556 -0.876724889814815 -0.92763787462963 -0.55009966
"43" 5 14 0.280545613833333 0.63859613 0.815900773166667 -0.118744153217667 -0.298201746133333 -0.990379303833333 -0.999059968333333 -0.998411594833333 -0.944405563833333
"44" 4 14 0.279990577037037 0.523475254444444 0.824123831851852 0.0166445613185185 -0.3212034805 -0.984736838888889 -0.999077482407407 -0.999832535925926 -0.963320540555556
"45" 6 14 0.233275439803922 0.719386550392157 0.82826614745098 0.304279127741176 -0.274018278470588 -0.958686488235294 -0.999173729019608 -0.999052455882353 -0.930151731176471
"46" 1 14 0.271959598644068 0.613348451525424 0.550816440677966 0.335822152415254 -0.0492831760755932 -0.401060818983051 -0.778522008305085 -0.909228494576271 -0.311386449661017
"47" 3 14 0.293422115555556 0.646233624888889 0.316444294537778 0.0284893757555556 -0.446248740955556 0.0158183838377778 -0.3283974006 -0.940411128444444 -0.0787568406777778
"48" 2 14 0.26242106612963 0.690459852962963 0.511833442037037 0.389984114537037 -0.29486254285 0.456551308222222 -0.855577548148148 -0.957710323148148 0.0488588668185185
"49" 5 15 0.278915803962264 0.389823508207547 0.808883264339623 0.0354278750943396 -0.260218014792453 -0.994393646226415 -0.999316566037736 -0.99923022509434 -0.956733900188679
